Name,Lastname,Sex,Date_Loan
Ana,Bravo,F,2020-04-07
Rafael,Cruz,F,2020-05-27
Pedro,Peña,M,2017-08-07
Adriana,Silva,M,2018-02-17
Sergio,Mendoza,F,2015-05-01
Antonia,Díaz,F,2017-02-06
Jorge,Acosta,M,2016-12-20
María,Álvarez,F,2016-09-28
Ana,Álvarez,M,2015-11-23
Ana,Romero,M,2019-04-02
Paula,Cruz,F,2018-01-03
Fernando,Contreras,M,2016-12-08
Natalia,Álvarez,M,2015-08-08
Carolina,Vázquez,M,2016-07-19
Felipe,Rojas,M,2016-04-14
Fernando,Rojas,M,2020-12-11
María,Romero,M,2017-11-02
Gabriel,Vargas,M,2020-08-02
Gonzalo,Benítez,F,2018-08-07
Martina,Benítez,M,2019-12-04
Diego,Gómez,F,2015-08-05
Valentina,Rojas,F,2017-11-18
Andrés,García,F,2015-10-10
Francisco,Pérez,F,2017-09-23
Sergio,Domínguez,F,2017-04-29
José,Silva,M,2017-07-08
Laura,Salazar,F,2017-01-07
Andrés,Cruz,F,2016-09-03
Juan,Blanco,F,2016-08-02
Mariana,Torres,F,2017-10-14
Francisco,Bravo,M,2015-12-17
Luis,Pérez,F,2017-02-17
Diego,Morales,M,2019-06-20
Pilar,Contreras,M,2020-05-07
Emma,Herrera,M,2020-05-10
Rafael,Acosta,M,2017-01-17
Valeria,Romero,M,2018-03-22
Valeria,Jiménez,M,2015-08-29
Rafael,Romero,M,2019-03-03
Carolina,Núñez,F,2015-10-14
Gabriela,Núñez,F,2018-10-18
Ana,Blanco,F,2019-12-09
Ricardo,León,M,2018-04-24
Laura,Romero,M,2018-05-13
Pilar,Fernández,F,2020-04-12
Victoria,Cruz,M,2020-10-31
Juan,López,F,2015-08-16
Florencia,Ramos,M,2016-08-20
Fernando,Ortiz,F,2020-02-21
Fernando,Molina,F,2015-10-08
Valentina,Flores,F,2020-07-21
Alejandro,Rojas,F,2015-07-21
Ricardo,Sánchez,M,2020-08-10
Camila,Reyes,F,2017-04-13
Adriana,Cruz,M,2016-08-20
Fernando,Acosta,M,2019-06-25
Andrés,Torres,F,2017-05-27
Felipe,Vázquez,F,2016-05-06
Carolina,Vázquez,F,2015-01-05
Daniela,Mendoza,F,2017-08-17
Luciana,Domínguez,M,2016-07-09
Rafael,Silva,M,2016-08-20
Javier,Rivera,M,2017-12-03
Camila,Gómez,F,2018-07-30
Sergio,Contreras,M,2019-06-25
Sergio,León,M,2015-07-04
Andrea,Acosta,F,2018-10-18
Francisco,López,M,2019-07-29
Gonzalo,Flores,F,2019-06-07
Carlos,Díaz,F,2019-04-02
Adriana,Ramírez,F,2018-03-17
Sofía,Ortiz,F,2019-02-22
Gonzalo,Herrera,F,2017-11-17
Miguel,Moreno,F,2017-01-24
Arturo,Álvarez,M,2019-09-23
Rafael,Herrera,F,2016-09-12
Javier,Rivera,F,2016-01-08
Fernando,Ramírez,F,2018-05-19
Andrea,Benítez,F,2016-10-11
Luciana,Torres,M,2020-10-02
Lorena,Salazar,F,2018-02-07
Sergio,Reyes,M,2016-07-26
Felipe,Ramos,M,2015-09-22
Arturo,Ortiz,M,2017-02-12
María,Vargas,F,2016-04-26
Javier,Sánchez,F,2019-09-06
Luciana,Guerrero,F,2019-10-18
Esteban,Guerrero,F,2019-11-17
Gabriel,Cruz,M,2018-09-01
Javier,Morales,F,2019-04-09
Isabella,Herrera,F,2015-03-13
Alejandro,Fernández,M,2019-01-28
Javier,Benítez,F,2020-10-08
Juan,Cruz,M,2017-01-31
Jorge,Navarro,M,2016-01-04
Ana,Delgado,M,2017-08-24
Laura,Fernández,F,2016-03-22
Valentina,Miranda,F,2016-07-16
María,Molina,M,2018-12-07
Antonia,García,F,2020-04-12
Javier,Núñez,F,2019-12-07
Mariana,González,F,2017-04-11
Francisco,Ruiz,F,2017-10-10
Gonzalo,Guerrero,F,2019-01-21
Miguel,González,F,2017-11-27
Daniela,Sánchez,F,2017-10-16
Martina,Mendoza,M,2015-03-30
Javier,Gómez,F,2015-10-23
Cristian,Díaz,F,2016-11-27
Daniela,Domínguez,M,2019-11-09
Sofía,Álvarez,M,2016-10-28
Gabriela,González,F,2016-09-14
Mariana,Pérez,M,2020-05-14
Ana,Delgado,M,2018-03-30
Andrés,Castro,F,2017-08-28
Martina,Ruiz,F,2016-09-22
Fernando,Rojas,M,2015-07-23
Sofía,Núñez,F,2016-10-09
Laura,Rojas,F,2018-08-22
José,Soto,M,2015-05-17
Ana,González,M,2015-05-10
Victoria,Gómez,M,2019-10-19
Cristian,Núñez,M,2019-09-08
Isabella,Jiménez,F,2017-04-20
José,Mendoza,F,2016-02-08
Ricardo,Domínguez,M,2020-11-19
Paula,Castro,M,2015-12-17
Francisco,Miranda,F,2016-01-03
Pilar,Moreno,F,2017-10-01
Gabriela,Rojas,M,2017-01-01
José,Álvarez,F,2016-12-17
Andrea,Vargas,M,2020-09-14
Gabriel,Núñez,F,2019-02-11
Martina,Guerrero,M,2017-01-17
Mariana,Rivera,M,2020-04-11
Javier,Vázquez,F,2019-03-08
Ana,Castillo,M,2018-11-09
Ana,Pérez,F,2020-11-11
Fernando,Acosta,F,2015-01-20
Miguel,Benítez,F,2015-11-23
Alejandro,Gómez,M,2019-09-23
Pedro,Díaz,M,2018-06-25
Paula,Contreras,M,2015-11-11
Victoria,Núñez,F,2019-10-21
Ricardo,Gómez,F,2020-01-12
Isabella,Martínez,M,2015-07-31
Ana,García,F,2017-10-15
Paula,Ramírez,M,2017-03-14
Daniela,Jiménez,F,2019-01-01
Felipe,Benítez,F,2015-09-06
Natalia,Guerrero,F,2020-02-14
Alejandro,Chávez,F,2015-10-25
Valentina,Blanco,F,2016-06-02
Sofía,Peña,M,2018-11-03
Florencia,Delgado,F,2016-07-07
Javier,Moreno,M,2019-08-15
Carolina,Guerrero,F,2020-11-03
Daniela,Moreno,M,2016-07-02
Roberto,Castillo,M,2018-06-21
Juan,Soto,M,2019-01-09
Gabriela,Pérez,F,2018-10-29
Antonia,Silva,M,2019-02-12
Victoria,Álvarez,F,2016-05-28
Pilar,Contreras,F,2015-04-01
Javier,Álvarez,F,2020-11-13
Carolina,Rojas,M,2016-07-20
Francisco,Soto,M,2020-05-09
Cristian,Soto,F,2016-06-12
Esteban,Núñez,M,2018-06-12
Camila,Álvarez,M,2017-07-03
Gonzalo,Contreras,M,2016-11-16
Diego,Delgado,F,2019-07-17
Daniela,Peña,F,2015-09-28
Diego,Soto,M,2016-05-25
Camila,Cruz,M,2017-04-28
Manuel,Mendoza,M,2016-07-06
Daniela,Castro,M,2019-09-14
Alejandro,Flores,M,2017-05-31
Alejandro,Pérez,F,2016-12-02
Rafael,Salazar,F,2017-12-14
Carlos,Álvarez,M,2017-04-18
Antonia,Fernández,F,2020-06-22
María,Guerrero,M,2018-04-20
Luciana,Acosta,M,2019-04-17
Luciana,Sánchez,M,2017-09-25
Jorge,Chávez,M,2017-10-29
Gabriela,Rivera,M,2019-11-25
Luis,Jiménez,M,2020-02-26
Laura,Delgado,M,2019-07-30
María,García,M,2015-06-24
Emma,Rojas,M,2017-08-29
Victoria,Fernández,M,2020-05-30
Daniela,Rojas,M,2016-05-10
Luciana,López,M,2015-09-21
Daniela,Vázquez,F,2017-05-07
Martina,Miranda,F,2016-05-14
Daniela,Morales,F,2020-12-17
Roberto,Vargas,M,2016-11-19
Isabella,Rodríguez,F,2015-01-11
José,Romero,M,2020-08-21
Manuel,Peña,M,2017-11-11
Martina,Delgado,M,2019-05-06
Javier,Vargas,M,2015-03-08
Ricardo,Sánchez,M,2016-01-28
Martina,Sánchez,M,2018-07-06
Miguel,Flores,F,2015-07-11
Daniela,Guerrero,F,2016-01-05
Gabriel,Díaz,M,2019-11-04
Ricardo,Chávez,F,2017-02-21
Paula,Castro,M,2018-01-27
Martina,Guerrero,M,2018-01-05
Ana,Flores,M,2019-04-30
Andrea,Delgado,F,2020-08-21
Esteban,Salazar,F,2015-12-28
Miguel,Silva,M,2019-10-05
Arturo,Fernández,M,2017-02-09
Sofía,Mendoza,F,2019-07-03
Lorena,Jiménez,F,2016-03-31
Laura,Navarro,F,2017-05-26
Mariana,Benítez,M,2015-12-09
María,Álvarez,M,2016-05-27
Francisco,Acosta,M,2018-04-28
Sergio,Núñez,M,2020-02-14
Cristian,Salazar,M,2020-07-19
Andrea,Silva,M,2016-09-30
Camila,Álvarez,M,2020-05-03
Florencia,Vargas,M,2016-11-09
Daniela,Benítez,F,2018-04-05
Sergio,Blanco,M,2018-10-03
Diego,Bravo,F,2015-03-10
Gonzalo,Reyes,M,2016-08-15
Miguel,García,M,2019-03-30
Juan,Castro,M,2016-04-08
Mariana,Pérez,M,2017-01-14
Emma,Martínez,M,2016-08-08
Lorena,Ruiz,M,2018-01-08
Florencia,Ruiz,M,2016-11-27
Arturo,Martínez,F,2020-01-11
Adriana,Salazar,M,2018-11-26
Carolina,Castillo,F,2020-06-04
Javier,Moreno,F,2019-04-23
Valentina,Mendoza,F,2018-08-28
Valeria,Núñez,F,2015-10-07
Victoria,Pérez,F,2018-07-20
Gabriela,Acosta,F,2020-06-15
Ana,Miranda,M,2019-12-03
Laura,Herrera,F,2019-03-11
Jorge,Delgado,F,2020-07-23
Felipe,Vázquez,F,2016-08-25
María,Delgado,F,2018-05-17
Natalia,Castro,M,2017-01-16
Isabella,López,F,2015-06-03
Gonzalo,Delgado,F,2018-09-08
Luciana,Miranda,M,2015-09-10
Laura,Bravo,F,2019-08-06
Rafael,Cruz,F,2017-05-07
Gabriel,Álvarez,F,2017-11-03
Victoria,Pérez,M,2015-04-19
Pablo,Acosta,M,2017-06-25
Laura,Rodríguez,M,2015-12-30
Alejandro,Soto,M,2020-11-02
Rafael,Soto,M,2019-02-28
Gabriel,Flores,M,2015-08-17
Juan,Navarro,M,2019-09-15
Valeria,Pérez,F,2017-08-21
Diego,Molina,M,2015-03-08
Pilar,Álvarez,F,2016-12-23
Francisco,Díaz,F,2015-08-03
José,Castro,M,2019-05-14
Emma,Moreno,F,2020-12-10
Luis,Núñez,M,2018-11-03
Antonia,Gómez,M,2016-11-13
Martina,Pérez,M,2018-02-27
Adriana,Vázquez,F,2017-04-25
Gonzalo,Peña,M,2020-03-12
Roberto,Ramírez,M,2017-12-05
Esteban,Martínez,M,2016-05-12
Victoria,Ruiz,M,2018-12-14
Ana,Ramos,F,2019-01-20
Martina,Cruz,F,2015-01-16
Valeria,Peña,M,2019-05-31
Gabriel,Bravo,F,2016-01-02
Gabriel,Miranda,M,2018-04-17
Juan,Blanco,M,2020-09-20
Andrea,Rodríguez,M,2018-08-21
Fernando,Reyes,M,2020-12-30
Manuel,Acosta,M,2019-05-22
Ricardo,Sánchez,F,2017-10-10
Manuel,Contreras,M,2020-04-09
Gabriel,López,F,2019-03-16
Carlos,Castro,F,2016-08-29
Valentina,García,M,2018-01-09
Alejandro,Navarro,M,2017-07-27
Manuel,González,M,2016-03-28
Francisco,Álvarez,F,2016-08-02
Mariana,Jiménez,M,2018-02-15
Rafael,González,M,2015-04-28
Juan,Rivera,M,2015-06-30
Andrea,Martínez,M,2015-10-25
Esteban,Ruiz,M,2018-11-27
Andrés,García,F,2017-06-28
Gabriela,Cruz,M,2016-10-25
Fernando,Navarro,M,2015-11-27
José,Rojas,M,2017-04-26
Paula,Silva,F,2019-02-17
Cristian,Acosta,M,2016-12-17
Emma,Fernández,M,2017-04-01
Juan,Ramos,F,2018-11-16
Florencia,Pérez,F,2020-10-27
Adriana,Peña,M,2017-04-24
Lorena,Guerrero,M,2016-04-14
José,Ruiz,F,2015-12-13
Luciana,Gómez,M,2018-09-20
Martina,Moreno,F,2015-11-25
Ricardo,Díaz,M,2017-10-03
Andrea,Gómez,F,2018-01-15
Sergio,Chávez,F,2020-09-26
Carolina,Reyes,F,2018-12-13
Manuel,Ortiz,F,2015-08-12
Lorena,Ortiz,F,2016-09-11
Emma,Bravo,M,2016-05-09
Andrés,Torres,M,2020-08-16
Carlos,Díaz,F,2018-06-14
José,Rojas,F,2020-01-14
Carolina,Morales,M,2018-11-26
Pablo,Sánchez,M,2015-04-12
Valeria,Cruz,M,2017-03-03
Adriana,Soto,M,2019-02-03
Lorena,Blanco,M,2015-03-05
Juan,Flores,F,2015-12-04
Antonia,Domínguez,F,2019-06-20
Gonzalo,Acosta,M,2018-08-14
María,Chávez,M,2020-07-05
María,León,F,2018-02-05
Andrea,Molina,F,2017-10-07
Daniela,Mendoza,M,2016-05-21
Alejandro,Sánchez,M,2020-01-26
Luis,Cruz,F,2018-08-30
Laura,Rivera,F,2019-09-07
Gonzalo,Ramírez,M,2019-09-24
Laura,Molina,M,2015-06-29
Esteban,Sánchez,M,2015-03-14
Gabriela,Domínguez,M,2018-06-15
Esteban,Herrera,F,2020-05-02
Pablo,Jiménez,M,2019-02-15
Laura,Bravo,F,2015-05-03
Andrea,Chávez,F,2017-10-04
Rafael,Soto,M,2020-07-09
Gonzalo,Núñez,M,2018-03-17
Rafael,Ruiz,M,2016-03-18
Pedro,León,M,2019-10-22
Miguel,Díaz,F,2015-06-07
Ricardo,Castro,M,2017-01-11
Miguel,Flores,F,2016-05-22
Laura,Fernández,M,2019-07-27
Esteban,Martínez,F,2020-01-06
Adriana,Martínez,M,2020-06-17
Rafael,Díaz,F,2015-10-17
Natalia,Sánchez,M,2018-05-14
Daniela,Contreras,M,2018-01-16
Manuel,Soto,M,2017-06-19
Gonzalo,Sánchez,F,2017-10-03
José,Ruiz,M,2017-04-10
José,Moreno,F,2015-06-24
Martina,Rojas,M,2019-06-24
Florencia,Rodríguez,M,2017-11-18
Victoria,Vargas,M,2019-01-30
Javier,Silva,F,2015-08-06
Pilar,Ortiz,F,2017-11-15
Manuel,Salazar,F,2017-06-12
Sergio,Ortiz,F,2018-06-23
Cristian,Núñez,M,2015-06-13
Paula,Martínez,F,2015-01-14
Adriana,Salazar,F,2017-10-26
María,Silva,M,2015-07-26
Isabella,Domínguez,F,2015-08-12
Mariana,Castillo,F,2016-01-05
Pablo,Herrera,M,2016-07-19
Arturo,Molina,M,2018-07-09
Carolina,Peña,F,2016-11-01
Lorena,Fernández,F,2016-01-12
Javier,Morales,F,2015-06-25
Laura,León,M,2016-08-24
Mariana,Chávez,M,2017-04-12
Jorge,Domínguez,F,2017-01-28
Alejandro,Díaz,M,2015-08-28
José,Castro,M,2016-01-29
Felipe,Rodríguez,M,2020-04-18
María,Castro,M,2018-09-02
Arturo,Ramírez,F,2016-07-02
Sergio,Cruz,M,2016-08-17
Victoria,Domínguez,F,2018-01-20
Luciana,Peña,F,2015-05-31
Carlos,Benítez,M,2020-01-23
Rafael,Sánchez,M,2017-08-08
Pablo,Gómez,F,2015-09-05
Mariana,González,M,2017-11-03
Sergio,Moreno,F,2015-04-05
Daniela,Domínguez,M,2018-06-09
Alejandro,Vargas,F,2018-03-02
Florencia,Soto,F,2020-02-06
Fernando,Silva,F,2015-03-23
Pablo,Salazar,M,2018-04-09
Manuel,Torres,M,2017-04-24
Lorena,Cruz,F,2019-11-30
Valentina,Fernández,F,2017-03-26
Andrés,Gómez,M,2019-02-04
Antonia,Reyes,F,2017-05-28
Alejandro,Rojas,M,2020-05-25
Pilar,Acosta,M,2019-06-01
Isabella,Delgado,M,2019-08-08
Carolina,Mendoza,F,2020-02-08
Pablo,Moreno,M,2017-10-24
Rafael,Mendoza,F,2019-05-21
Roberto,Herrera,F,2019-12-29
Roberto,Sánchez,F,2020-02-06
Camila,Molina,M,2015-02-06
Rafael,Acosta,F,2016-11-15
Laura,Moreno,F,2017-04-27
Valentina,Sánchez,M,2020-07-08
Sergio,Chávez,M,2019-02-22
Pablo,García,M,2016-04-19
Manuel,León,M,2017-04-27
Lorena,Ramírez,M,2019-09-12
Adriana,Guerrero,M,2016-05-11
Andrés,Navarro,M,2018-07-21
Javier,Morales,M,2020-08-23
Lorena,Fernández,M,2020-03-23
Javier,Rojas,M,2017-03-10
Luciana,Soto,F,2018-04-23
Victoria,Jiménez,M,2017-12-11
Pedro,Contreras,M,2017-05-14
Roberto,Silva,F,2015-10-27
Diego,Pérez,M,2017-06-26
Juan,Pérez,F,2017-01-15
Lorena,Blanco,M,2020-12-08
Daniela,Morales,M,2020-07-04
Carlos,Castro,F,2020-03-01
Esteban,Salazar,F,2018-06-22
Gonzalo,Chávez,M,2016-08-13
Cristian,Acosta,F,2018-11-17
Fernando,Ortiz,F,2015-03-08
Pedro,Vargas,M,2017-07-26
Ricardo,Flores,F,2015-02-22
Victoria,Morales,M,2017-10-18
Fernando,Sánchez,F,2019-09-15
Ricardo,Flores,M,2019-05-17
Gonzalo,García,M,2016-03-24
Gabriela,Molina,M,2016-06-19
Daniela,Reyes,M,2020-07-03
Rafael,Bravo,F,2016-07-21
Gabriela,Salazar,F,2018-10-02
Pilar,Núñez,M,2015-07-18
Francisco,Castillo,F,2020-04-07
Rafael,Navarro,M,2019-05-11
Arturo,Domínguez,F,2018-07-01
Carolina,Jiménez,M,2017-08-21
Felipe,Cruz,F,2017-05-11
Antonia,Bravo,F,2017-08-12
María,González,F,2020-09-02
Isabella,Castillo,M,2015-04-10
Andrea,Castro,M,2020-03-11
Pilar,Benítez,F,2020-12-03
Carlos,León,M,2020-06-06
Pilar,Ruiz,F,2018-01-11
José,Blanco,M,2018-10-05
Antonia,Flores,M,2018-09-13
Victoria,Acosta,M,2018-06-23
Francisco,Blanco,F,2020-08-18
Ricardo,Pérez,M,2016-04-02
Natalia,Moreno,F,2018-11-24
Esteban,Ramírez,M,2017-04-02
Gonzalo,Pérez,F,2018-10-15
Adriana,Torres,M,2017-09-28
Fernando,Romero,M,2019-02-18
Juan,González,F,2016-03-02
Fernando,Bravo,M,2017-07-08
Daniela,Domínguez,M,2017-02-16
Valeria,Domínguez,M,2018-11-15
Gabriel,Flores,F,2019-12-14
Valentina,Díaz,F,2019-06-28
Andrea,Díaz,M,2015-08-02
Daniela,Morales,F,2017-08-07
Mariana,Vázquez,F,2018-01-14
Daniela,Gómez,M,2018-11-29
Roberto,Vázquez,M,2020-12-09
Sergio,Domínguez,M,2018-03-03
Paula,León,M,2016-04-06
Florencia,Díaz,M,2018-06-29
Carlos,Herrera,F,2020-08-22
Javier,Ramírez,F,2020-02-08
Daniela,Ortiz,M,2016-02-08
Esteban,Herrera,M,2017-11-22
Sofía,Moreno,F,2016-02-06
Luis,Álvarez,F,2019-07-18
Daniela,Peña,M,2017-04-09
Gabriel,Contreras,M,2015-09-14
Felipe,Castillo,F,2016-02-23
Andrea,Rojas,M,2015-11-02
Natalia,Rodríguez,M,2015-04-02
Diego,López,M,2016-03-30
Gabriela,González,F,2018-10-15
Pilar,Núñez,M,2015-09-11
Antonia,Ruiz,F,2016-04-10
Sofía,Contreras,M,2017-11-22
Laura,Soto,F,2020-06-06
Natalia,Reyes,M,2019-11-28
Pilar,Castro,M,2015-05-29
Florencia,Flores,F,2018-02-05
Victoria,Herrera,F,2018-05-02
Valeria,Romero,F,2015-02-07
Luis,Peña,M,2017-09-06
Juan,Sánchez,F,2019-09-09
Antonia,Chávez,M,2020-05-14
Antonia,Ramírez,F,2015-01-26
Fernando,Rojas,F,2020-03-08
Martina,Rojas,F,2016-08-17
Ana,Navarro,M,2015-04-10
Fernando,Blanco,M,2016-03-30
Jorge,Mendoza,M,2019-11-10
Andrea,Soto,M,2018-09-10
Carolina,Herrera,F,2019-02-23
Jorge,Guerrero,M,2016-09-20
Fernando,Flores,M,2018-07-04
Adriana,Castillo,M,2020-02-02
Florencia,Peña,M,2020-04-05
Manuel,Moreno,F,2018-01-05
Daniela,Rojas,F,2016-07-06
Luis,Ortiz,M,2018-03-20
Javier,Soto,F,2018-06-17
Sofía,Jiménez,M,2020-03-21
Valentina,Ramírez,M,2019-07-18
Lorena,Rojas,M,2015-02-02
Gabriela,Chávez,M,2020-08-23
Carlos,García,F,2020-06-10
Daniela,Chávez,M,2019-04-28
Roberto,Silva,M,2016-12-04
Lorena,Navarro,F,2017-10-09
Isabella,Ramírez,M,2015-08-22
Gonzalo,Mendoza,F,2017-08-06
Lorena,Díaz,F,2017-12-01
Daniela,Ruiz,M,2015-08-23
María,Castillo,F,2018-01-03
Rafael,Torres,F,2018-01-15
Daniela,Navarro,F,2017-09-05
Arturo,Molina,F,2020-09-13
Daniela,Torres,M,2015-04-17
María,Navarro,M,2015-01-12
José,González,M,2018-06-14
Daniela,Rojas,F,2019-03-15
Sofía,Acosta,F,2020-06-18
Lorena,Flores,M,2020-04-17
Natalia,Bravo,F,2019-12-14
Sergio,Salazar,M,2020-09-25
Francisco,Romero,M,2016-11-28
Florencia,Peña,F,2019-12-16
Ricardo,Reyes,M,2017-02-12
Jorge,Ortiz,F,2015-01-16
Pedro,Vargas,F,2020-06-30
Lorena,López,F,2019-07-30
Diego,Ramos,M,2020-10-08
Javier,Moreno,F,2019-08-18
Diego,Benítez,F,2019-09-03
Luis,Mendoza,F,2019-12-12
Isabella,Sánchez,F,2019-10-14
Gonzalo,Guerrero,M,2018-10-11
Martina,Gómez,F,2019-07-30
Ricardo,Martínez,F,2020-03-09
Carlos,Núñez,F,2019-12-21
Diego,Rodríguez,F,2019-06-13
Roberto,Miranda,M,2015-03-27
Rafael,Romero,F,2015-12-25
Valentina,Cruz,M,2017-05-23
Pablo,Miranda,F,2016-10-20
Carolina,Contreras,M,2017-08-06
Laura,Rivera,F,2016-07-09
Florencia,Castillo,F,2019-01-26
Paula,Delgado,M,2015-02-06
Camila,Ruiz,M,2020-03-29
Sofía,Jiménez,M,2018-05-17
Arturo,Martínez,F,2020-03-27
Rafael,Chávez,F,2019-05-22
Paula,Ramos,M,2017-10-17
Manuel,Delgado,M,2019-02-09
Carlos,Sánchez,M,2020-01-18
Juan,Soto,M,2018-03-09
Ricardo,García,M,2020-11-20
Adriana,Vázquez,F,2018-05-14
Victoria,Delgado,M,2015-07-23
Victoria,Reyes,M,2019-10-12
Laura,Cruz,F,2015-08-14
Fernando,Vázquez,M,2017-12-10
Pedro,Ramos,M,2019-07-13
Daniela,Sánchez,F,2015-04-15
Miguel,Contreras,F,2019-01-09
Javier,Reyes,F,2016-02-21
Gabriel,López,F,2015-12-11
Gabriela,Rojas,F,2017-01-07
Luciana,Guerrero,M,2020-10-13
Alejandro,Silva,F,2017-07-27
Jorge,Romero,M,2017-09-04
Javier,Delgado,F,2018-08-20
Esteban,Salazar,M,2015-08-26
Valeria,Morales,M,2018-12-04
Jorge,Peña,M,2020-12-19
Diego,Mendoza,F,2016-04-22
Carolina,Rivera,M,2018-12-09
Florencia,Gómez,M,2020-08-26
Carolina,Benítez,M,2018-02-17
Carolina,Díaz,M,2016-06-09
Lorena,González,F,2016-07-17
Antonia,Contreras,M,2020-09-10
Jorge,Fernández,M,2017-03-27
María,Herrera,F,2015-03-15
Arturo,Contreras,M,2015-10-12
Florencia,Moreno,F,2019-11-28
Francisco,Soto,F,2020-04-11
Valeria,León,M,2019-10-22
Pablo,Álvarez,M,2017-07-05
Gabriel,Rojas,M,2019-07-22
Roberto,Benítez,M,2017-12-25
Ana,Benítez,M,2019-10-25
Mariana,Vázquez,F,2016-01-26
Paula,Acosta,F,2018-05-18
Valeria,Rojas,F,2020-06-22
Natalia,Moreno,M,2020-08-18
Ricardo,Mendoza,M,2015-12-01
Camila,Morales,F,2015-04-30
Gabriela,Salazar,M,2017-08-26
Antonia,Chávez,F,2019-08-10
Pablo,Morales,F,2017-10-30
Arturo,Acosta,F,2015-07-27
Francisco,Domínguez,M,2015-11-21
Diego,Castillo,M,2016-04-30
Carolina,Ramírez,F,2020-06-17
Diego,Peña,F,2015-01-20
Valentina,Moreno,M,2016-01-15
Roberto,Reyes,M,2016-04-06
Sergio,Ortiz,F,2017-02-09
Pablo,Ramos,M,2018-12-30
Isabella,Rivera,M,2017-04-08
Roberto,Herrera,F,2015-04-16
Ana,Castro,F,2015-12-01
Gonzalo,Flores,M,2015-05-30
Adriana,Romero,F,2017-03-01
Gabriel,Rodríguez,M,2017-06-12
Martina,Vargas,M,2016-07-28
Alejandro,Sánchez,F,2019-03-20
Daniela,Molina,M,2016-10-24
Manuel,Moreno,F,2015-07-23
Emma,Torres,F,2015-02-16
Andrés,Chávez,F,2016-12-21
Gabriela,Castillo,F,2015-09-05
Diego,García,F,2020-09-10
Andrés,Molina,M,2017-09-21
Javier,Torres,F,2020-07-21
Sofía,Chávez,M,2018-09-04
Rafael,Mendoza,F,2018-04-16
Lorena,Romero,F,2015-11-15
Gonzalo,González,F,2016-03-12
Valeria,Blanco,M,2019-04-03
Sergio,Miranda,F,2019-12-24
María,Núñez,M,2017-07-06
Fernando,Silva,F,2018-08-17
Fernando,Torres,F,2019-10-12
Martina,Díaz,F,2016-01-09
Paula,Mendoza,M,2015-02-09
Sergio,Álvarez,M,2016-11-05
Cristian,Flores,F,2016-10-08
Arturo,Ortiz,F,2016-03-31
Pablo,Núñez,M,2016-07-22
María,Miranda,F,2017-02-12
Carlos,Díaz,M,2017-03-27
Arturo,Flores,F,2018-01-22
Ricardo,Vargas,F,2015-12-13
José,Blanco,M,2015-01-09
Carlos,Guerrero,M,2015-09-01
Ana,Romero,F,2017-03-16
Valentina,Guerrero,M,2019-04-25
Pedro,León,F,2019-08-24
Miguel,Soto,F,2016-06-10
Gabriel,Salazar,F,2020-09-15
Carlos,Delgado,M,2019-04-06
Martina,Peña,M,2020-12-12
Miguel,González,M,2015-03-10
Andrea,Pérez,F,2015-08-09
Valeria,Salazar,F,2015-09-12
Natalia,Mendoza,F,2019-07-06
Martina,Miranda,F,2019-08-15
Ricardo,Díaz,F,2015-04-02
María,Sánchez,M,2016-05-07
Sergio,Ruiz,F,2017-09-24
Felipe,Molina,F,2016-01-25
Paula,Castro,F,2015-05-28
Luciana,Jiménez,F,2016-11-13
Manuel,Soto,F,2016-02-18
Javier,Navarro,F,2017-09-24
Laura,Castro,M,2020-01-24
Lorena,Reyes,F,2020-06-19
Manuel,Torres,F,2015-08-22
Alejandro,Gómez,F,2020-07-21
Andrea,Ortiz,F,2020-12-28
Alejandro,Contreras,M,2016-08-15
Sofía,Delgado,F,2020-01-10
Carlos,Reyes,M,2020-10-21
Manuel,Vázquez,M,2016-09-12
Luis,Ramírez,M,2020-10-13
Andrea,Núñez,M,2016-08-14
Lorena,López,F,2019-12-29
Paula,Peña,F,2015-09-14
Luis,León,F,2016-02-02
Jorge,Álvarez,F,2019-01-03
Pedro,Castro,M,2016-02-05
Francisco,López,M,2018-09-10
Andrea,Ruiz,M,2020-12-12
María,Rodríguez,F,2018-03-23
Paula,Sánchez,M,2017-11-08
Laura,Núñez,F,2015-09-05
Francisco,Castro,F,2015-01-21
Francisco,Rojas,M,2020-08-16
Miguel,Benítez,F,2020-12-06
Pilar,Acosta,F,2017-03-11
Jorge,Reyes,F,2016-03-15
Felipe,Martínez,M,2017-11-03
Emma,Rojas,M,2019-02-26
Roberto,Ramírez,F,2015-06-30
María,Silva,M,2015-02-20
Laura,Martínez,F,2018-03-06
Rafael,Bravo,M,2017-12-25
Camila,Cruz,M,2016-01-29
Javier,Blanco,F,2019-10-17
Gabriel,Salazar,F,2015-04-03
Diego,Sánchez,F,2020-09-12
Miguel,Soto,F,2020-11-11
José,Núñez,M,2018-02-14
Pedro,Castro,M,2018-05-12
Luis,Ruiz,M,2016-10-24
Felipe,Molina,M,2020-09-01
Alejandro,Flores,M,2016-12-29
Laura,Romero,F,2017-12-31
Rafael,Ruiz,M,2017-04-03
Rafael,Rivera,F,2016-06-15
Esteban,López,M,2020-07-12
Carlos,Guerrero,F,2019-12-28
Emma,Acosta,M,2015-04-11
Andrés,Fernández,M,2019-02-16
Ricardo,Silva,F,2020-09-13
Ricardo,Herrera,F,2018-05-22
Sofía,León,M,2020-12-13
José,Herrera,F,2017-02-06
